store_id,store_name,addr_id,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_group,stgrp_num,store,longitude,latitude
st_029154,DOLLAR TREE 1975,A120874,4571,Morse Centre Rd,NA,Columbus,OH,43229,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-82.96439,40.06099
st_018426,DOLLAR TREE 2736,A121606,4511,N Main St,NA,Roswell,NM,88201,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-104.52316,33.44879
st_065201,Dollar Tree 3636,A122411,450,N Navy Blvd,NA,Pensacola,FL,32507,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-87.27795,30.39438
st_011781,DOLLAR TREE 1263,A120225,4555,N Pershing Ave Ste 17,NA,Stockton,CA,95207,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-121.32128,37.9875
st_054254,Dollar Tree 1107,A120088,451,N Rolling Meadows Dr,NA,Fond Du Lac,WI,54937,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-88.48633,43.78925
st_060697,Dollar Tree 127,A120233,455,Oriana Rd,NA,Newport News,VA,23608,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-76.53522,37.13138
st_018680,DOLLAR TREE 1775,A120676,450,Ritchie Hwy,NA,Severna Park,MD,21146,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-76.55083,39.08283
st_062730,Dollar Tree 2373,A121250,455,W University Dr,NA,Granger,IN,46530,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-86.17322,41.72031
st_049204,Dollar Tree 0518,A119915,4634,Belden Village St NW,NA,Canton,OH,44718,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-81.43497,40.85641
st_065396,Dollar Tree 3616,A122390,4605,Canal Ave SW,NA,Grandville,MI,49418,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-85.77242,42.88081
st_018421,DOLLAR TREE 2683,A121556,4601,E Main St,NA,Farmington,NM,87402,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-108.15202,36.76492
st_062618,Dollar Tree 948,A125886,4600,Mobile Hwy,NA,Pensacola,FL,32506,Combination Grocery/Other,2,Small retail,4,Dollar Tree,-87.27845,30.43663
