store_id,store_name,addr_id,addr_num,addr_st,addr_add,city,state,zip5,store_type,stype_num,store_group,stgrp_num,store,longitude,latitude
st_194976,Family Dollar 5157,A142624,35,Queen City Dr,NA,Cumberland,MD,21502,Combination Grocery/Other,2,Small retail,4,Family Dollar,-78.75908,39.6495
st_197907,Family Dollar 4630,A142448,350,Reno Dr,NA,Wayland,MI,49348,Combination Grocery/Other,2,Small retail,4,Family Dollar,-85.65655,42.67282
st_190957,Family Dollar Store 1571,A144818,353,Robbins Ave,NA,Niles,OH,44446,Combination Grocery/Other,2,Small retail,4,Family Dollar,-80.75748,41.18265
st_188171,Family Dollar 5343,A142677,3570,S 6th Ave,NA,Tucson,AZ,85713,Combination Grocery/Other,2,Small retail,4,Family Dollar,-110.96832,32.18188
st_184901,Family Dollar Store 4347,A146366,357,S Belair Rd,NA,Augusta,GA,30907,Combination Grocery/Other,2,Small retail,4,Family Dollar,-82.13486623,33.4882524
st_181423,Family Dollar Store 7840,A148493,3501,S Main St,NA,Winston Salem,NC,27127,Combination Grocery/Other,2,Small retail,4,Family Dollar,-80.23928,36.04875
st_177187,Family Dollar Store 587,A147270,35,S Main St,NA,Stanton,KY,40380,Combination Grocery/Other,2,Small retail,4,Family Dollar,-83.85805,37.84045
st_185280,Family Dollar Store 4652,A146550,3545,SE 15th St,NA,Oklahoma City,OK,73115,Combination Grocery/Other,2,Small retail,4,Family Dollar,-97.45061,35.44978
st_189920,Family Dollar Store 5403,A146983,3550,State Highway 47,NA,Peralta,NM,87042,Combination Grocery/Other,2,Small retail,4,Family Dollar,-106.69386,34.8194
st_190278,Family Dollar 7891,A143452,3528,US Highway 20,NA,Nassau,NY,12123,Combination Grocery/Other,2,Small retail,4,Family Dollar,-73.62025,42.51808
st_171424,Family Dollar Store 729,A148148,3515,US Highway 84,NA,Blackshear,GA,31516,Combination Grocery/Other,2,Small retail,4,Family Dollar,-82.2445,31.30463
st_193768,Family Dollar Store 6623,A147754,355,W 21st St N,NA,Wichita,KS,67203,Combination Grocery/Other,2,Small retail,4,Family Dollar,-97.34139,37.72257
st_191462,Family Dollar Store 5816,A147235,3530,W 3100 S,NA,Salt Lake City,UT,84119,Combination Grocery/Other,2,Small retail,4,Family Dollar,-111.97535,40.70398
st_190214,Family Dollar Store 245,A145255,3512,W Andrew Johnson Hwy,NA,Morristown,TN,37814,Combination Grocery/Other,2,Small retail,4,Family Dollar,-83.34344,36.19777
st_191874,Family Dollar Store 4050,A146177,3522,W Cactus Rd,NA,Phoenix,AZ,85029,Combination Grocery/Other,2,Small retail,4,Family Dollar,-112.1362721,33.5964553
st_197726,Family Dollar 3447,A103609,350,W Main St,NA,Middletown,PA,17057,Combination Grocery/Other,2,Small retail,4,Family Dollar,-76.73671806,40.19749122
st_183536,Family Dollar 550,A142734,35,W Mercury Blvd,NA,Hampton,VA,23669,Combination Grocery/Other,2,Small retail,4,Family Dollar,-76.35197,37.04347
st_191893,Family Dollar Store 4024,A146162,3542,W Northern Ave,NA,Phoenix,AZ,85051,Combination Grocery/Other,2,Small retail,4,Family Dollar,-112.1361,33.55315
st_192362,Family Dollar Store 6375,A147593,3555,W Van Buren St,NA,Phoenix,AZ,85009,Combination Grocery/Other,2,Small retail,4,Family Dollar,-112.13668,33.45137
st_180343,Family Dollar Store 5836,A147249,3612,Broad River Rd,NA,Columbia,SC,29210,Combination Grocery/Other,2,Small retail,4,Family Dollar,-81.11049,34.05599
st_191156,Family Dollar Store 5754,A147202,3607,E Grant Rd,NA,Tucson,AZ,85716,Combination Grocery/Other,2,Small retail,4,Family Dollar,-110.91603,32.2506
st_175707,Family Dollar Store 3947,A146111,3610,E Highland Dr,NA,Jonesboro,AR,72401,Combination Grocery/Other,2,Small retail,4,Family Dollar,-90.65717975,35.82104051
st_178313,Family Dollar Store 1152,A144513,369,E Madison St,NA,Durant,MS,39063,Combination Grocery/Other,2,Small retail,4,Family Dollar,-89.85054,33.07501
st_178607,Family Dollar Store 6895,A147921,365,E Main St,NA,Carlisle,KY,40311,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.02612,38.31183
st_191837,Family Dollar Store 4531,A146473,365,E Main St,NA,Andover,OH,44003,Combination Grocery/Other,2,Small retail,4,Family Dollar,-80.56541,41.60725
st_195366,Family Dollar Store 4931,A146713,3601,Edison Rd,NA,South Bend,IN,46615,Combination Grocery/Other,2,Small retail,4,Family Dollar,-86.19733,41.69473
st_173850,Family Dollar Store 334,A145765,3610,Governors Dr SW,NA,Huntsville,AL,35805,Combination Grocery/Other,2,Small retail,4,Family Dollar,-86.61518,34.7202
st_181614,FAMILY DOLLAR STORE 6310,A147562,3656,Jeffersonville Rd,NA,Macon,GA,31217,Combination Grocery/Other,2,Small retail,4,Family Dollar,-83.55295,32.84122
st_193368,Family Dollar Store 5681,A147168,3626,Las Vegas Blvd N,NA,Las Vegas,NV,89115,Combination Grocery/Other,2,Small retail,4,Family Dollar,-115.08162,36.22445
st_196894,Family Dollar 1076,A140473,360,Lincoln Way E,NA,New Oxford,PA,17350,Combination Grocery/Other,2,Small retail,4,Family Dollar,-77.04686,39.86614
st_178610,Family Dollar Store 5255,A146898,3635,Lincoln Way E,NA,Massillon,OH,44646,Combination Grocery/Other,2,Small retail,4,Family Dollar,-81.46394,40.79436
st_178605,Family Dollar Store 4133,A146224,368,N Broadnax St,NA,Dadeville,AL,36853,Combination Grocery/Other,2,Small retail,4,Family Dollar,-85.76353,32.83392
st_193770,Family Dollar Store 6640,A147764,360,N Main St,Ste 100,Haysville,KS,67060,Combination Grocery/Other,2,Small retail,4,Family Dollar,-97.3522188,37.56972956
st_183117,Family Dollar Store 1330,A144681,3618,Newcastle Rd,NA,Oklahoma City,OK,73119,Combination Grocery/Other,2,Small retail,4,Family Dollar,-97.58248,35.43369
st_172138,Family Dollar Store 6786,A147856,3600,Nogalitos,NA,San Antonio,TX,78211,Combination Grocery/Other,2,Small retail,4,Family Dollar,-98.52933,29.38018
st_196561,Family Dollar 7500,A143349,3676,North Hermitage Rd,NA,Transfer,PA,16154,Combination Grocery/Other,2,Small retail,4,Family Dollar,-80.41331,41.33144
st_193310,Family Dollar Store 4118,A146215,36,Old Campus Rd,NA,Frenchburg,KY,40322,Combination Grocery/Other,2,Small retail,4,Family Dollar,-83.62915,37.95178
st_173618,Family Dollar Store 5475,A147025,3601,Pershing Dr,NA,El Paso,TX,79903,Combination Grocery/Other,2,Small retail,4,Family Dollar,-106.45135,31.78713
st_170758,Family Dollar Store 2331,A145190,3606,Pleasanton Rd,NA,San Antonio,TX,78221,Combination Grocery/Other,2,Small retail,4,Family Dollar,-98.50381,29.34324
st_196581,Family Dollar 1955,A141663,3670,Portage St,NA,Portage,PA,15946,Combination Grocery/Other,2,Small retail,4,Family Dollar,-78.66994,40.39365
st_177123,Family Dollar 3901,A142259,361,Reservoir Ave,NA,Cranston,RI,2907,Combination Grocery/Other,2,Small retail,4,Family Dollar,-71.43175,41.78813
st_171430,Family Dollar Store 564,A147132,3650,Second St S,NA,Folkston,GA,31537,Combination Grocery/Other,2,Small retail,4,Family Dollar,-82.00395,30.82475
st_191441,Family Dollar Store 5871,A147272,3646,W 4700 S,NA,Salt Lake City,UT,84118,Combination Grocery/Other,2,Small retail,4,Family Dollar,-111.9782565,40.6682353
st_191816,Family Dollar Store 2230,A145142,362,W Main Rd,NA,Conneaut,OH,44030,Combination Grocery/Other,2,Small retail,4,Family Dollar,-80.60285,41.9328
st_180344,Family Dollar Store 4707,A146582,362,W Main St,NA,Spartanburg,SC,29301,Combination Grocery/Other,2,Small retail,4,Family Dollar,-81.94006,34.9468
st_179531,Family Dollar Store 3996,A146148,3610,W Main St,NA,Erin,TN,37061,Combination Grocery/Other,2,Small retail,4,Family Dollar,-87.71295,36.31602
st_196935,Family Dollar 1530,A141541,364,W Walnut St,NA,Frankfort,IN,46041,Combination Grocery/Other,2,Small retail,4,Family Dollar,-86.5155,40.2797
st_185387,Family Dollar 4659,A142455,369,Webbs Mill Rd N,NA,Floyd,VA,24091,Combination Grocery/Other,2,Small retail,4,Family Dollar,-80.32513,36.92196
st_194509,Family Dollar Store 6220,A147511,3770,Airport Rd,NA,Colorado Springs,CO,80910,Combination Grocery/Other,2,Small retail,4,Family Dollar,-104.75943,38.82539
st_196046,Family Dollar Store 5712,A147181,3726,Broadway St,NA,Kansas City,MO,64111,Combination Grocery/Other,2,Small retail,4,Family Dollar,-94.59059,39.0602
st_188385,Family Dollar Store 1805,A144950,3720,E 14th St,NA,Des Moines,IA,50313,Combination Grocery/Other,2,Small retail,4,Family Dollar,-93.60059,41.62882
st_186870,Family Dollar Store 3001,A145572,3744,E Admiral Pl,NA,Tulsa,OK,74115,Combination Grocery/Other,2,Small retail,4,Family Dollar,-95.93479,36.16076
st_196765,Family Dollar 3065,A142002,3740,E State St,NA,Rockford,IL,61108,Combination Grocery/Other,2,Small retail,4,Family Dollar,-89.03975,42.26601
st_423389,Family Dollar 11927,A141286,37,Elk River Rd,NA,Clendenin,WV,25045,Combination Grocery/Other,2,Small retail,4,Family Dollar,-81.3536,38.48847
st_191853,Family Dollar Store 7288,A148147,378,Elm Rd NE,NA,Warren,OH,44483,Combination Grocery/Other,2,Small retail,4,Family Dollar,-80.81049,41.24006
st_196528,Family Dollar 5956,A142855,377,Grant St,NA,Franklin,PA,16323,Combination Grocery/Other,2,Small retail,4,Family Dollar,-79.84138,41.40529
st_186452,Family Dollar 3493,A142125,37,Henniker St,NA,Hillsborough,NH,3244,Combination Grocery/Other,2,Small retail,4,Family Dollar,-71.89153,43.1171
st_182982,Family Dollar Store 7847,A148498,3786,Ladson Rd,NA,Ladson,SC,29456,Combination Grocery/Other,2,Small retail,4,Family Dollar,-80.13249,32.97776
st_196816,Family Dollar 5357,A142681,378,Main St,NA,Arcade,NY,14009,Combination Grocery/Other,2,Small retail,4,Family Dollar,-78.42834,42.53378
st_401036,Family Dollar 4344,A142371,3709,Mike Padgett Hwy,NA,Augusta,GA,30906,Combination Grocery/Other,2,Small retail,4,Family Dollar,-81.99657,33.36786
st_195052,Family Dollar 5129,A142615,37670,Mohawk Dr.,NA,Charlotte Hall,MD,20622,Combination Grocery/Other,2,Small retail,4,Family Dollar,-76.77235,38.50766
st_197148,Family Dollar 4242,A142344,3787,National Rd E,NA,Richmond,IN,47374,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.84803286,39.83100754
st_177614,Family Dollar Store 1102,A144412,3760,Norman Bridge Rd,NA,Montgomery,AL,36105,Combination Grocery/Other,2,Small retail,4,Family Dollar,-86.29938,32.33165
st_192831,Family Dollar Store 7969,A148592,3709,Reynolda Rd,NA,Winston Salem,NC,27106,Combination Grocery/Other,2,Small retail,4,Family Dollar,-80.3212779,36.15970082
st_185613,Family Dollar 305,A141997,3706,Robert C Byrd Dr,NA,Beckley,WV,25801,Combination Grocery/Other,2,Small retail,4,Family Dollar,-81.18442,37.79766
st_198385,Family Dollar 1263,A141470,3779,S High St,NA,Columbus,OH,43207,Combination Grocery/Other,2,Small retail,4,Family Dollar,-82.99999,39.88455
st_173842,Family Dollar Store 418,A146251,3759,Victory Dr,NA,Columbus,GA,31903,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.94342,32.41582
st_197495,Family Dollar 2842,A141940,3744,W Polk Rd,NA,Hart,MI,49420,Combination Grocery/Other,2,Small retail,4,Family Dollar,-86.36957,43.68874
st_197861,Family Dollar 3256,A142062,37445,W Red Arrow Hwy,NA,Paw Paw,MI,49079,Combination Grocery/Other,2,Small retail,4,Family Dollar,-85.91185,42.21539
st_196777,Family Dollar 3366,A142091,3824,Auburn St,NA,Rockford,IL,61101,Combination Grocery/Other,2,Small retail,4,Family Dollar,-89.11699,42.28829
st_191265,Family Dollar 1905,A141648,3860,Bayshore Rd N,NA,Cape May,NJ,8240,Combination Grocery/Other,2,Small retail,4,Family Dollar,-74.94266,38.9748
st_196930,Family Dollar 7721,A143409,3824,Broadway,NA,Rockford,IL,61108,Combination Grocery/Other,2,Small retail,4,Family Dollar,-89.03459,42.25267
st_188533,Family Dollar Store 5881,A147277,3801,Gordon Dr,NA,Sioux City,IA,51106,Combination Grocery/Other,2,Small retail,4,Family Dollar,-96.35887245,42.48547329
st_190269,Family Dollar 5499,A142733,388,Main St,NA,Cairo,NY,12413,Combination Grocery/Other,2,Small retail,4,Family Dollar,-73.99492,42.29652
st_190713,Family Dollar 3253,A142061,3834,Main St,NA,Warrensburg,NY,12885,Combination Grocery/Other,2,Small retail,4,Family Dollar,-73.77321,43.4954
st_183481,Family Dollar Store 7730,A148419,3850,N Dixie Dr,NA,Dayton,OH,45414,Combination Grocery/Other,2,Small retail,4,Family Dollar,-84.19437,39.80135
st_179933,Family Dollar Store 641,A147621,380,N Dixie St,NA,Horse Cave,KY,42749,Combination Grocery/Other,2,Small retail,4,Family Dollar,-85.90421,37.18222
